0.85178 13.4176 20.9987 0.155833 12.4095 13.5282 5.78707 3.01564 15.7937 8.19251 109.014 2.41027 0.707373 3.64307 2.43048 17.0283 2.65117 1.36843 0.887101 21.1013 24.1154 4.141 4.88954 14.4745 9.15007 2.8155 5.36378 11.6288 5.65208 4.23544
2.27828 5.27112 5.85773 1.07186 3.17689 7.18172 2.83888 1.64528 6.15289 3.85746 2.41027 25.8895 1.34183 1.60203 1.55375 6.22337 1.61004 0.139421 0.321726 4.73775 6.41658 2.72093 2.44388 3.33208 3.62381 1.97182 3.161 3.25759 2.96551 2.48784
1.15456 1.97168 2.40127 1.02547 1.63814 2.25857 1.55439 1.19908 2.51248 1.60821 0.707373 1.34183 9.1052 1.19969 1.17557 2.21605 1.20378 0.0535433 0.103614 2.0526 2.5337 1.28008 1.45828 0.944608 1.75605 1.32037 1.43521 1.6482 1.37328 1.46006
1.20192 6.1909 7.62128 1.04635 3.53142 3.73253 2.15958 7.42949 5.31241 3.26053 3.64307 1.60203 1.19969 20.3182 2.33272 4.97553 2.48637 0.0989461 0.227826 6.63644 9.95683 3.53147 2.00017 3.18745 3.67847 1.67626 3.84727 5.61768 3.67043 2.10538
1.19722 4.91685 7.24377 1.05034 4.39997 5.43029 3.02534 3.37507 3.86916 5.06834 2.43048 1.55375 1.17557 2.33272 16.2325 4.66159 1.39795 0.0912301 1.25005 6.30892 6.34527 3.42083 1.89622 2.87944 2.47436 1.59897 4.6642 2.3784 4.55779 5.00393
3.45424 27.0039 38.4563 1.28446 20.0891 31.302 15.5606 6.55347 43.9263 18.9485 17.0283 6.22337 2.21605 4.97553 4.66159 164.002 3.93805 0.621422 1.62346 28.8048 43.7577 5.67311 10.2141 25.6092 20.8259 7.26582 8.82879 17.7174 7.8486 8.48244
1.23832 4.28938 6.14763 1.0528 2.54953 3.7845 2.24789 1.47059 5.45437 2.27592 2.65117 1.61004 1.20378 2.48637 1.39795 3.93805 19.4179 0.103322 0.34402 4.64885 7.05285 2.58544 2.01142 2.15392 3.76637 1.70564 2.92146 5.72901 2.69678 3.01389
0.0529963 0.476934 0.923215 0.0158163 0.314348 0.605324 0.294475 0.0931377 0.826476 0.279446 1.36843 0.139421 0.0535433 0.0989461 0.0912301 0.621422 0.103322 12.0202 1.05257 0.546547 0.873196 0.112296 0.227575 0.465448 0.389317 0.171668 0.204355 0.35218 0.158572 0.267497
0.127399 1.14909 3.1252 0.0222 0.839173 3.44951 1.61151 0.248723 1.75372 2.69594 0.887101 0.321726 0.103614 0.227826 1.25005 1.62346 0.34402 1.05257 13.0845 2.38246 2.10623 0.29318 0.521973 2.12049 2.86485 0.365204 2.47188 0.871631 1.36809 6.72772
2.29052 28.8045 35.5437 1.24734 24.1705 33.2598 15.1331 7.32233 34.8896 15.4447 21.1013 4.73775 2.0526 6.63644 6.30892 28.8048 4.64885 0.546547 2.38246 130.111 48.3072 8.34457 10.2501 31.9018 25.4432 5.31828 10.2538 24.6302 10.1755 7.63406
2.8915 39.5568 56.0465 1.36625 24.4377 44.5409 22.0518 7.66592 50.4544 18.6843 24.1154 6.41658 2.5337 9.95683 6.34527 43.7577 7.05285 0.873196 2.10623 48.3072 234.411 9.93096 15.0412 44.162 39.216 7.70513 12.8131 33.2139 12.3291 13.8621
2.24662 6.85505 8.56131 1.06201 5.01017 5.61403 2.48941 3.57558 6.19115 4.47631 4.141 2.72093 1.28008 3.53147 3.42083 5.67311 2.58544 0.112296 0.29318 8.34457 9.93096 20.5125 2.27844 3.84903 4.17843 1.84679 6.01651 6.03617 5.80008 2.331
1.54672 9.39908 13.8726 1.11154 4.95062 11.9144 6.6776 2.11832 13.4063 4.39263 4.88954 2.44388 1.45828 2.00017 1.89622 10.2141 2.01142 0.227575 0.521973 10.2501 15.0412 2.27844 45.1535 10.0813 9.72135 2.82806 3.04974 5.93105 4.62322 3.43288
2.19866 26.2563 29.9064 0.208266 13.0485 33.7012 17.7224 4.75602 42.344 11.6261 14.4745 3.33208 0.944608 3.18745 2.87944 25.6092 2.15392 0.465448 2.12049 31.9018 44.162 3.84903 10.0813 135.719 32.4666 4.87861 7.52788 18.0374 5.71123 7.28902
2.95687 23.0164 23.0664 1.18116 9.42364 31.3735 17.8728 3.9799 41.4288 8.18979 9.15007 3.62381 1.75605 3.67847 2.47436 20.8259 3.76637 0.389317 2.86485 25.4432 39.216 4.17843 9.72135 32.4666 120.038 5.12334 9.58036 18.2101 5.00944 9.09659
2.38771 5.95699 8.24606 1.07559 3.5424 8.79458 5.11497 2.76925 16.4987 3.22183 2.8155 1.97182 1.32037 1.67626 1.59897 7.26582 1.70564 0.171668 0.365204 5.31828 7.70513 1.84679 2.82806 4.87861 5.12334 25.0494 3.40536 3.8305 2.14595 2.81388
3.41979 9.47176 12.1736 1.1085 6.05772 10.7094 6.44758 4.91506 17.8884 7.52738 5.36378 3.161 1.43521 3.84727 4.6642 8.82879 2.92146 0.204355 2.47188 10.2538 12.8131 6.01651 3.04974 7.52788 9.58036 3.40536 69.538 7.24244 7.27222 8.14215
1.85509 19.0678 22.3863 1.1497 11.2719 21.4663 9.75898 2.75684 24.6781 8.97271 11.6288 3.25759 1.6482 5.61768 2.3784 17.7174 5.72901 0.35218 0.871631 24.6302 33.2139 6.03617 5.93105 18.0374 18.2101 3.8305 7.24244 81.3476 6.6498 5.11489
2.3183 7.77396 13.6506 1.08006 5.52721 8.87476 5.0085 3.70879 8.78659 8.12784 5.65208 2.96551 1.37328 3.67043 4.55779 7.8486 2.69678 0.158572 1.36809 10.1755 12.3291 5.80008 4.62322 5.71123 5.00944 2.14595 7.27222 6.6498 53.9491 5.71142
1.49275 6.62204 13.5585 1.10682 4.86606 13.8692 6.79134 2.17618 9.22455 10.0586 4.23544 2.48784 1.46006 2.10538 5.00393 8.48244 3.01389 0.267497 6.72772 7.63406 13.8621 2.331 3.43288 7.28902 9.09659 2.81388 8.14215 5.11489 5.71142 86.2565
